1148,Items,ID,Stackability,Survival Obtainable,Peaceful Obtainable,Hunger,Saturation,Effect When Eaten,Is Weapon,Attack Speed,Attack Damage,Damage Per Second,Breaking Speed,Cooldown (in seconds),XP From Smelting,Obtainable By Smelting,Smeltable,Fuel Duration,Renewable
,Dropper,dropper,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lectern,lectern,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Target,target,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lever,lever,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lightning Rod,lightning_rod,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Daylight Detector,daylight_detector,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Sculk Sensor,sculk_sensor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Tripwire Hook,tripwire_hook,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Trapped Chest,trapped_chest,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,TNT,tnt,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Redstone Lamp,redstone_lamp,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Note Block,note_block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Stone Button,stone_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Polished Blackstone Button,polished_blackstone_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Oak Button,oak_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Spruce Button,spruce_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Birch Button,birch_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Jungle Button,jungle_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Acacia Button,acacia_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Dark Oak Button,dark_oak_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Mangrove Button,mangrove_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Crimson Button,crimson_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Button,warped_button,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Stone Pressure Plate,stone_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Polished Blackstone Pressure Plate,polished_blackstone_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Light Weighted Pressure Plate,light_weighted_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Heavy Weighted Pressure Plate,heavy_weighted_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Oak Pressure Plate,oak_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Spruce Pressure Plate,spruce_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Birch Pressure Plate,birch_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Jungle Pressure Plate,jungle_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Acacia Pressure Plate,acacia_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Dark Oak Pressure Plate,dark_oak_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Mangrove Pressure Plate,mangrove_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Crimson Pressure Plate,crimson_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Pressure Plate,warped_pressure_plate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Iron Door,iron_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Oak Door,oak_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Spruce Door,spruce_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Birch Door,birch_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Jungle Door,jungle_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Acacia Door,acacia_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Dark Oak Door,dark_oak_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Mangrove Door,mangrove_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Crimson Door,crimson_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Door,warped_door,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Iron Trapdoor,iron_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Oak Trapdoor,oak_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Spruce Trapdoor,spruce_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Birch Trapdoor,birch_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Jungle Trapdoor,jungle_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Acacia Trapdoor,acacia_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Dark Oak Trapdoor,dark_oak_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Mangrove Trapdoor,mangrove_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Crimson Trapdoor,crimson_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Trapdoor,warped_trapdoor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Oak Fence Gate,oak_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Spruce Fence Gate,spruce_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Birch Fence Gate,birch_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Jungle Fence Gate,jungle_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Acacia Fence Gate,acacia_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Dark Oak Fence Gate,dark_oak_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Mangrove Fence Gate,mangrove_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Crimson Fence Gate,crimson_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Fence Gate,warped_fence_gate,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Powered Rail,powered_rail,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Detector Rail,detector_rail,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Rail,rail,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Activator Rail,activator_rail,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Saddle,saddle,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Minecart,minecart,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Minecart with Chest,chest_minecart,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Minecart with Furnace,furnace_minecart,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Minecart with TNT,tnt_minecart,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Minecart with Hopper,hopper_minecart,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Carrot on a Stick,carrot_on_a_stick,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Fungus on a Stick,warped_fungus_on_a_stick,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Elytra,elytra,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Oak Boat,oak_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Oak Boat with Chest,oak_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Spruce Boat,spruce_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Spruce Boat with Chest,spruce_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Birch Boat,birch_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Birch Boat with Chest,birch_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Jungle Boat,jungle_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Jungle Boat with Chest,jungle_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Acacia Boat,acacia_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Acacia Boat with Chest,acacia_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Dark Oak Boat,dark_oak_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Dark Oak Boat with Chest,dark_oak_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Mangrove Boat,mangrove_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Mangrove Boat with Chest,mangrove_chest_boat,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,60,Yes
,Turtle Shell,turtle_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Scute,scute,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Flint and Steel,flint_and_steel,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Apple,apple,64,Yes,Yes,4,2.4,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bow,bow,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
,Arrow,arrow,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Coal,coal,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,80,Yes
,Charcoal,charcoal,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,80,Yes
,Diamond,diamond,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,No
,Emerald,emerald,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Lapis Lazuli,lapis_lazuli,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Nether Quartz,quartz,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Amethyst Shard,amethyst_shard,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Raw Iron,raw_iron,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.7,No,With Blast Furnace,None,No
,Iron Ingot,iron_ingot,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Raw Copper,raw_copper,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.7,No,With Blast Furnace,None,No
,Copper Ingot,copper_ingot,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Raw Gold,raw_gold,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,1,No,With Blast Furnace,None,No
,Gold Ingot,gold_ingot,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
,Netherite Ingot,netherite_ingot,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Netherite Scrap,netherite_scrap,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,No
,Wooden Sword,wooden_sword,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.6,4,6.4,1.5,0.625,Non-Smeltable,No,No,10,Yes
,Wooden Shovel,wooden_shovel,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,2.5,2.5,2,1,Non-Smeltable,No,No,10,Yes
,Wooden Pickaxe,wooden_pickaxe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.2,2,2.4,2,0.833,Non-Smeltable,No,No,10,Yes
,Wooden Axe,wooden_axe,Unstackable,Yes,Yes,None,None,Inedible,Yes,0.8,7,5.6,2,1.25,Non-Smeltable,No,No,10,Yes
,Wooden Hoe,wooden_hoe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,1,1,2,1,Non-Smeltable,No,No,10,Yes
,Stone Sword,stone_sword,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.6,5,8,1.5,0.625,Non-Smeltable,No,No,None,Yes
,Stone Shovel,stone_shovel,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,3.5,3.5,4,1,Non-Smeltable,No,No,None,Yes
,Stone Pickaxe,stone_pickaxe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.2,3,3.6,4,0.833,Non-Smeltable,No,No,None,Yes
,Stone Axe,stone_axe,Unstackable,Yes,Yes,None,None,Inedible,Yes,0.8,9,7.2,4,1.25,Non-Smeltable,No,No,None,Yes
,Stone Hoe,stone_hoe,Unstackable,Yes,Yes,None,None,Inedible,Yes,2,1,2,4,0.5,Non-Smeltable,No,No,None,Yes
,Golden Sword,golden_sword,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.6,4,6.4,1.5,0.625,0.1,No,With Blast Furnace,None,Yes
,Golden Shovel,golden_shovel,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,2.5,2.5,12,1,0.1,No,With Blast Furnace,None,Yes
,Golden Pickaxe,golden_pickaxe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.2,2,2.4,12,0.833,0.1,No,With Blast Furnace,None,Yes
,Golden Axe,golden_axe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,7,7,12,1,0.1,No,With Blast Furnace,None,Yes
,Golden Hoe,golden_hoe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,1,1,12,1,0.1,No,With Blast Furnace,None,Yes
,Iron Sword,iron_sword,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.6,6,9.6,1.5,0.625,0.1,No,With Blast Furnace,None,Yes
,Iron Shovel,iron_shovel,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,4.5,4.5,6,1,0.1,No,With Blast Furnace,None,Yes
,Iron Pickaxe,iron_pickaxe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.2,4,4.8,6,0.833,0.1,No,With Blast Furnace,None,Yes
,Iron Axe,iron_axe,Unstackable,Yes,Yes,None,None,Inedible,Yes,0.9,9,8.1,6,1.111,0.1,No,With Blast Furnace,None,Yes
,Iron Hoe,iron_hoe,Unstackable,Yes,Yes,None,None,Inedible,Yes,3,1,3,6,0.333,0.1,No,With Blast Furnace,None,Yes
,Diamond Sword,diamond_sword,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.6,7,11.2,1.5,0.625,Non-Smeltable,No,No,None,Yes
,Diamond Shovel,diamond_shovel,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,5.5,5.5,8,1,Non-Smeltable,No,No,None,Yes
,Diamond Pickaxe,diamond_pickaxe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.2,5,6,8,0.833,Non-Smeltable,No,No,None,Yes
,Diamond Axe,diamond_axe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,9,9,8,1,Non-Smeltable,No,No,None,Yes
,Diamond Hoe,diamond_hoe,Unstackable,Yes,Yes,None,None,Inedible,Yes,4,1,4,8,0.25,Non-Smeltable,No,No,None,Yes
,Netherite Sword,netherite_sword,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.6,8,12.8,1.5,0.625,Non-Smeltable,No,No,None,No
,Netherite Shovel,netherite_shovel,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,6.5,6.5,9,1,Non-Smeltable,No,No,None,No
,Netherite Pickaxe,netherite_pickaxe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1.2,6,7.2,9,0.833,Non-Smeltable,No,No,None,No
,Netherite Axe,netherite_axe,Unstackable,Yes,Yes,None,None,Inedible,Yes,1,10,10,9,1,Non-Smeltable,No,No,None,No
,Netherite Hoe,netherite_hoe,Unstackable,Yes,Yes,None,None,Inedible,Yes,4,1,4,9,0.25,Non-Smeltable,No,No,None,No
,Stick,stick,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Bowl,bowl,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,5,Yes
,Mushroom Stew,mushroom_stew,Unstackable,Yes,Yes,6,7.2,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,String,string,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Feather,feather,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Gunpowder,gunpowder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Wheat Seeds,wheat_seeds,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Wheat,wheat,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bread,bread,64,Yes,Yes,5,6,None,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Leather Cap,leather_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Leather Tunic,leather_chestplate,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Leather Pants,leather_leggings,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Leather Boots,leather_boots,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Chainmail Helmet,chainmail_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Chainmail Chestplate,chainmail_chestplate,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Chainmail Leggings,chainmail_leggings,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Chainmail Boots,chainmail_boots,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Iron Helmet,iron_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Iron Chestplate,iron_chestplate,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Iron Leggings,iron_leggings,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Iron Boots,iron_boots,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Diamond Helmet,diamond_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Diamond Chestplate,diamond_chestplate,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Diamond Leggings,diamond_leggings,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Diamond Boots,diamond_boots,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Golden Helmet,golden_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Golden Chestplate,golden_chestplate,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Golden Leggings,golden_leggings,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Golden Boots,golden_boots,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Blast Furnace,None,Yes
,Netherite Helmet,netherite_helmet,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Netherite Chestplate,netherite_chestplate,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Netherite Leggings,netherite_leggings,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Netherite Boots,netherite_boots,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Flint,flint,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Raw Porkchop,porkchop,64,Yes,Yes,3,1.8,None,No,4,1,4,1,No,0.35,No,With Smoker,None,Yes
,Cooked Porkchop,cooked_porkchop,64,Yes,Yes,8,12.8,None,No,4,1,4,1,No,Non-Smeltable,With Smoker,No,None,Yes
,Painting,painting,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Golden Apple,golden_apple,64,Yes,Yes,4,9.6,Regeneration II for 5 seconds or Absorption for 2 minutes,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Enchanted Golden Apple,enchanted_golden_apple,64,Yes,Yes,4,9.6,Regeneration II for 20 seconds and Absorption IV for 2 minutes and Resistance for 5 minutes and Fire Resistance for 5 minutes,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
,Oak Sign,oak_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Spruce Sign,spruce_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Birch Sign,birch_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Jungle Sign,jungle_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Acacia Sign,acacia_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Dark Oak Sign,dark_oak_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Mangrove Sign,mangrove_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,10,Yes
,Crimson Sign,crimson_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Warped Sign,warped_sign,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Bucket,bucket,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Water Bucket,water_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Lava Bucket,lava_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,1000,Yes
,Powder Snow Bucket,powder_snow_bucket,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Snowball,snowball,16,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
,Leather,leather,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
